GENE NAMES	Fold change	p-value	SIGN	LOGP	RANK
EIF3H	1.061646006	0.785413642			
ENDOD1	-4.635511049	0.017570404			
GNA15	-1.314239241	0.534464952			
MCEMP1	3.538800781	0.241322397			
PRMT5	-1.171732093	0.577869187			
FCGR3B	1.695086477	0.460541228			
ATP2B4	8.475139938	0.009412201			
RIPOR1	-18.27858685	0.002176182			
TM9SF4	2.290924202	0.455955806			
"=""LIN7C"	-2.119101736	0.290855506			
PDLIM1	2.03795041	0.097473649			
STRN	1.24436326	0.866517065			
HRAS	-1.112084395	0.717117415			
RPL27A	-2.13011599	0.022213181			
PPP1CA	-3.895927487	0.022384742			
AGTRAP	1.100893225	0.881428339			
"=""UGT2A3"	-1.22490069	0.194421359			
OPTN	-1.610914941	0.238166791			
SLC2A9	1.51202526	0.871006156			
DMGDH	-3.029317443	0.081056712			
FARSA	-2.516049112	0.035508073			
M6PR	2.346382714	0.279701556			
ARF5	-2.292052555	0.087037136			
ASPH	3.234751827	0.434060741			
TSKU	-2.262911503	0.150428405			
CIB1	-10.87321169	0.011051368			
COPE	1.052571764	0.68313439			
DYSF	2.314246478	0.522248261			
"=""FABP1"	-10000	9.18E-05			
ACTR1B	1.107173241	0.897592328			
NPC2	-10000	1.15E-05			
GALNT3	-4.710363117	0.004575151			
TRIM38	-4.146604255	0.013867139			
SNRNP200	2.170317631	0.515961219			
PITPNB	-1.572102994	0.164072771			
"=""RAB9A"	1.574763772	0.61453811			
CUL4B	-7.402107904	0.000219587			
TNPO3	-2.787294199	0.086983291			
"=""RBM47"	1.083192013	0.443514717			
ATP9A	-12.20208538	0.077160182			
HIP1R	-1.690577656	0.228964181			
CUL1	-2.121397861	0.057679922			
DDB1	-10000	3.68E-05			
"=""KALRN"	-3.576423602	0.004664398			
COQ9	3.072945055	0.041857677			
CREG1	13.42875959	4.81E-09			
NDUFV2	2.428710555	0.085673784			
HNMT	-2.12994761	0.150597026			
CFHR1	-2.071834855	0.982634731			
EIF3I	-1.363784502	0.224640465			
RPL8	-1.947216685	0.113749954			
UBE2L3	-4.052058744	0.00823589			
TCIRG1	7.33311796	0.017778341			
ITIH5	-7.582030032	0.015739873			
CRB3	-1.880964761	0.098765866			
"=""SEC14L2"	-16.13356505	0.001787683			
STAT6	-13.1668698	0.000400294			
CUL5	-15.75561535	0.00032694			
LGALS8	1.333734185	0.585613231			
SPTLC1	-3.311431002	0.084789828			
RPL13	2.211072474	0.064931422			
LIPA	-4.339093198	0.598382288			
EIF4G2	-1.85238914	0.197008012			
SEPT8	-2.232689811	0.164630081			
UPK3B	2.44709341	0.23339536			
PLAA	-4.326380459	0.034693013			
IGHV5-51	-3.40307251	0.096342504			
NIPSNAP2	10.16600308	0.000359463			
MT-ND5	1.819288468	0.193864316			
HLA-DRB1	2.386473059	0.045941428			
GPS1	-4.159273889	0.017464428			
ESRP1	-1.937438339	0.349608881			
PRPF8	-2.8848301	0.017160951			
BPIFB2	-10000	0.002894649			
PI4K2A	2.245775748	0.186799447			
MLPH	-10000	0.001682941			
ANXA10	1	1			
KPNA6	-3.817088682	0.00493937			
NAP1L1	-1.455576323	0.428373624			
TUBB2A	1.436457733	0.158952738			
LTBP2	-3.440143261	0.463564347			
GLIPR2	-10000	1.83E-05			
REEP5	-2.712575555	0.016643515			
VAC14	-1.123517173	0.435351258			
GRB7	-1.043152186	0.539415474			
SNX27	-2.278821518	0.15513055			
MTCH1	3.310463375	0.139123426			
TAPBP	-4.26830095	0.018352971			
AGR2	1.070287441	0.759245752			
PSMD8	-3.064014364	0.020148393			
ABCF3	-2.522476239	0.02354069			
PTPRG	-10000	0.0116967			
NF2	-5.534406146	0.016190401			
SPCS2	1.319624641	0.558372513			
MROH1	-1.695491251	0.320049908			
TMEM40	1.008895317	0.52340364			
"=""NIPSNAP3A"	8.068044178	0.001272199			
LNPEP	-1.621822731	0.738680343			
VAV3	2.766287916	0.935306348			
"=""CLDN4"	1.019845786	0.623107691			
"=""DHRS4"	1.376389468	0.403095077			
CRP	10000	0.008175337			
EEA1	-2.185840396	0.274952589			
DOCK9	-2.299119213	0.672724604			
UPB1	1.219027339	0.310300375			
CLPX	-1.877571225	0.709785119			
MT-ND4	3.725910376	0.042010211			
GSN	-22.76666958	3.58E-07			
C8G	-1.98862303	0.954430577			
GJB1	-33.97407659	1.15E-06			
PON2	2.777429407	0.168124395			
TC2N	-10000	0.001119742			
FAM3C	6.841704065	0.001506071			
ARPC5L	-3.518883949	0.001170601			
ECI2	-2.045583224	0.155613469			
CPN1	-24.90574413	0.125349728			
EIF4A3	1.489745597	0.588566424			
MBTPS1	-7.249649325	0.020140999			
SRPRB	2.000340047	0.078035317			
PRKAA2	1.580511502	0.432441248			
UAP1L1	-5.086594466	0.000664103			
CHDH	1.321734037	0.566641082			
ARL6	-3.741539109	0.020385614			
AKAP3	-10000	0.387425478			
AHSA1	1.177460219	0.991265793			
HPN	-3.316663218	0.092943376			
ADD1	-2.728276115	0.139924801			
EPHB4	-4.991679334	0.338823651			
EFHD2	-1.148157899	0.816556867			
GAL3ST1	1.009029988	0.898060393			
TMEM2	1.466453571	0.60927534			
CROT	-1.617667527	0.938391237			
CYB5B	2.010333863	0.15847211			
ODF2	1	1			
WDR26	2.451724105	0.04998825			
HINT3	-6.902585887	0.001735412			
KRT73	-1.400885107	0.264012999			
PRKCSH	2.048778176	0.44716068			
HAAO	3.811133175	0.031732638			
MYO18A	-1.169414844	0.834968198			
KIAA1468	-2.619600666	0.223511212			
SH3GLB1	-1.463025208	0.455594548			
"=""KRT86"	1.041533105	0.422658405			
SNX3	-5.553743974	0.002336966			
NCL	-3.043106667	0.185752376			
SEC11A	1.321839725	0.757299547			
"=""CYP4A11"	-1.203053172	0.058258641			
CAPS	-1.83633506	0.075533188			
TMEM109	1.471217085	0.36165308			
RAB3GAP2	-1.516219648	0.159589593			
CHCHD3	6.810741671	0.002387459			
MAT2B	-7.324180888	0.001601302			
TMCO1	1.624329603	0.207092237			
AGPS	-24.01628444	0.000365725			
ABLIM1	-2.835385251	0.072583589			
ISG15	-3.407837447	0.016991312			
"=""EIF4E"	1.359974862	0.554468859			
GUK1	1.459988231	0.319207818			
HDHD3	-10000	0.012021895			
"=""DDX19A"	-2.607332787	0.099771255			
MPC2	-1.63137678	0.496187384			
LAMB2	-10000	0.060042949			
TJP1	-1.393972997	0.265050722			
NHLRC2	-4.138272635	0.029225261			
L2HGDH	1.316589345	0.742532503			
"=""ATAD3A"	-1.049540304	0.773958218			
MINPP1	-15.30177896	0.085876495			
DIP2C	-13.11511897	0.035652001			
ADK	-2.605884658	0.092440239			
RPS6	-1.937484135	0.056196365			
TAP2	1.580549813	0.649099376			
ACSF3	-8.110519229	0.049496252			
SCARB1	-7.254223597	0.024784382			
ESYT2	-2.069705069	0.231036354			
RHOC	-10000	5.90E-06			
ANXA4	5.975993449	0.000191659			
TM4SF1	1.074696725	0.751688417			
RPS23	-2.28685457	0.004276262			
TOP2B	1.292865894	0.891794463			
SEC23A	-2.981096992	0.084635451			
NADSYN1	-2.486009703	0.05346341			
MUC6	-10000	0.065290593			
SCAMP4	1.438806275	0.207901594			
MGST2	1.168025443	0.691298578			
SEPT11	-1.973268259	0.384242658			
"=""UQCRFS1"	-1.181967994	0.552306298			
LSS	1.193551639	0.34459339			
PRPS1	-4.206728682	0.010317846			
MTAP	1.510232772	0.330151275			
"=""ABHD17C"	1.080511821	0.491159318			
MCU	5.569608441	0.020072598			
THEM6	1.072279279	0.677826944			
USMG5	1.35553918	0.591515758			
SH3BGRL3	-3.310405286	0.005336314			
RTRAF	3.912399405	0.005899418			
B3GNT3	-1.115381516	0.600967789			
"=""NACA"	-1.942880035	0.185382051			
ITGB5	1.787363783	0.640862324			
FNTA	-1.496413588	0.318539904			
LY6D	1.082562312	0.646942582			
PPP2R5D	-1.231065719	0.440226144			
COBLL1	-17.81100078	0.010398824			
ABCF1	-1.13088221	0.644973752			
ACSS2	-3.49104261	0.108912542			
IGHV1-3	-13.27599394	0.005739874			
PTBP3	-1.006841515	0.907927179			
"=""IGKV1-33"	6.255770038	0.071730068			
RPL19	1.384572287	0.748495034			
NCF4	-1.132144619	0.413376434			
PIP4P1	1.281298075	0.850577071			
PLBD2	-10000	0.053282224			
TMX1	1.087979426	0.479423997			
BCAT2	1.306449639	0.617568705			
"=""IGHV3-30-5"	-10000	1.35E-06			
RPS20	-2.255682817	0.010033903			
RPS24	-2.162928486	0.047043919			
SLC17A1	-5.89852274	0.154468428			
TMEM160	1.102351423	0.925864032			
"=""AP3M1"	-2.252357476	0.054372719			
IGKV2-24	-2.416392464	0.084242762			
PGK2	-10000	0.387425508			
MAN2A2	-3.738611257	0.599575427			
ST3GAL4	-1.185293279	0.55692954			
CLEC14A	-10000	0.021264364			
RTN4RL2	-20.40387473	0.008055797			
SFXN2	1.22764178	0.571031916			
RAB34	2.714127074	0.285925315			
IFT172	-1.089122228	0.922445392			
MYO5A	-10000	0.005069705			
SCAMP3	2.277499044	0.404232678			
TROVE2	-3.437864063	0.005280625			
IGF2R	-3.452049043	0.31569088			
FXYD2	1.581175147	0.557218975			
TRIP13	-10000	0.039265013			
LLGL2	2.520869548	0.425494952			
NPLOC4	1.888700948	0.517470669			
AIDA	-1.700820991	0.199496553			
LXN	-3.501881296	0.013630287			
EPB41	-2.290350524	0.642940768			
ART3	-10000	0.092374857			
ADGRG1	2.698708235	0.039641438			
EPHB6	-20.94833725	0.130115712			
ST6GAL1	-8.091465221	0.095341707			
IDH3G	-5.764772031	0.03158045			
ADGRF1	2.065227041	0.14263534			
UBTD1	1.984114219	0.72941326			
PCDHGC3	-1.924588938	0.328635955			
KRT76	-1.324299351	0.139250083			
PPP3CA	-1.650812848	0.084218362			
DNAJC3	-4.542937709	0.09681366			
RTKN	1.28001817	0.90243904			
ITM2C	-8.084734821	0.003429908			
FARP1	4.660720303	0.177305239			
KRIT1	-5.040708929	0.001899102			
FGR	3.211705689	0.197475801			
ADSL	-6.318740529	0.009142702			
ABCE1	-7.190737966	0.009416312			
RAB39A	-1.055507546	0.895202675			
SYTL4	-10000	0.001079903			
MMRN2	-1.965847613	0.256025124			
SARS2	-1.606033244	0.662193142			
SHANK2	-2.095462788	0.200160218			
KRT23	2.437323221	0.392245457			
CLN5	-3.238808329	0.29121457			
ALOX5AP	1.742793507	0.746468049			
UPF1	-10000	0.000117121			
SCAMP1	-2.763882734	0.224076489			
PGC	-10000	0.01568303			
SDC4	2.017149508	0.24037817			
"=""AKT1"	-16.72889746	0.000173764			
SNX17	-1.602474956	0.426949284			
PITRM1	-6.671200114	0.066213825			
ABHD17B	1.940113495	0.155533644			
SLC38A2	-5.503608139	0.018932702			
STARD10	-4.254413923	0.010978499			
CTH	-2.142323267	0.833207907			
CORO7	1.536106374	0.635133923			
GFM2	-1.220748636	0.858378711			
NPTN	1.25801349	0.379071113			
TCAF2	-1.557488941	0.493952791			
RNASE3	4.149458039	0.103592246			
AKT2	-5.990329952	0.000164742			
CLCN7	-3.414557844	0.223974719			
SLC2A13	-18.81758429	0.001212372			
GLDC	1.56223639	0.278972934			
STAT5B	-10000	0.00111143			
NAAA	3.468981179	0.552129602			
PLA2R1	-22.69305179	0.001087375			
ANKRD22	1.154509143	0.496441086			
NCLN	1.135308417	0.905182063			
PLEKHB2	-2.288551336	0.156096104			
SLC46A1	-10000	0.025549711			
HINT2	-11.2265074	0.001472865			
SEL1L	1.968640484	0.785027844			
PPME1	-5.654322142	0.00063869			
"=""UPK3BL2"	1.418038742	0.750769768			
CEP104	1.045139356	0.371523678			
"=""ATP5G1"	-3.503980808	0.729601651			
EPCAM	2.877707879	0.464972432			
NPR3	-10000	0.045262244			
"=""PI4KA"	-10000	1.91E-05			
ENPP2	-10000	0.002041047			
SF3B3	1.064105635	0.723916228			
IPO4	-4.404654619	0.156798148			
POMGNT1	-6.23300839	0.237412612			
NRP1	-2.088340235	0.292867774			
ATP11A	-2.598826123	0.471251467			
EIF4H	1.574680854	0.9129095			
CDC42BPA	-3.004131747	0.203516801			
LPCAT3	-1.360570743	0.966855382			
ITFG1	-10000	0.002566084			
VPS18	-2.598213183	0.05966946			
AMACR	-1.243587385	0.232906348			
LYVE1	-10000	0.112371532			
VWA8	-2.386430216	0.1276602			
DYNC1LI2	-1.8817657	0.125513504			
ZG16	-4.642615044	0.012544163			
SF3B1	-2.475981266	0.060496481			
ACP1	-1.368937295	0.566620205			
CTNNA2	-1.169532996	0.54903975			
DAD1	1.020092929	0.629655227			
STX4	3.86925168	0.505617216			
EXOC8	-4.137847939	0.007277674			
GMPR2	-13.87758035	0.000352744			
MCTS1	-10000	0.001347232			
B3GALT5	-1.772651666	0.104515968			
BICDL2	2.130468586	0.433037829			
BPGM	-1.261411486	0.41749881			
"=""NCF2"	-3.441132555	0.344716463			
AFM	-10000	0.039515506			
GCLM	-1.05229443	0.787124083			
AKR1D1	2.496509498	0.032602785			
SPCS3	2.467101343	0.033754023			
G3BP1	-1.317825573	0.557424828			
VPS51	-2.745162084	0.085395868			
KRT6C	-10000	1.49E-05			
DPM1	4.231403975	0.000849215			
C8A	1.088169499	0.326421983			
LAMC1	-4.008720462	0.30421969			
C6	3.388543214	0.048419573			
"=""NOMO2"	-2.219281219	0.418940832			
MTX1	4.978257908	0.095501677			
HLA-C	-1.247111636	0.959202925			
OGFOD3	-10000	0.015700958			
SLC13A1	-1.424031081	0.691437696			
EXOC1	-3.23732307	0.229365215			
NUBP2	1.86157335	0.254168641			
"=""CRISP3"	-32.82306056	9.59E-05			
EEFSEC	-2.93020388	0.014667959			
RBBP4	1.110959414	0.868628227			
STK4	-9.962300054	0.017878783			
MTM1	-3.475335772	0.208110542			
PPP1R21	-10000	0.000859324			
PPP4R1	-1.207074982	0.443017756			
FAM162A	-1.449289776	0.308309538			
CRCT1	2.448202124	0.021020893			
SLC25A20	-1.12006759	0.66795963			
NDUFS7	1.038703715	0.994024348			
PSMB8	-1.355376774	0.561450397			
GK2	-10000	1.73E-05			
HSP90AB4P	1.133109132	0.527546681			
RNASE6	-3.273815329	0.051946523			
NT5C3A	2.165017507	0.532964252			
PPT2	-10000	0.000964075			
PTPN1	1.264762843	0.798583283			
FBL	-2.919340821	0.092005989			
ECI1	7.299543506	0.008687575			
AK2	1.943601888	0.310075793			
PURA	1.443347467	0.409021673			
ANO7	-10000	0.00794946			
MIPOL1	-1.615234797	0.66323823			
FLVCR2	-1.282141685	0.60875185			
RER1	2.042839512	0.811228735			
S100A6	-3.16727398	0.091441006			
SI	-2.046589301	0.622605684			
"=""RAC2"	-9.19785053	0.005912801			
BAG6	-1.663207546	0.359686436			
KCNJ1	-3.80808462	0.421396214			
RHOB	-12.374264	0.000752197			
NUCB2	-1.549001371	0.118973106			
SDF4	-2.236669565	0.171236089			
HDHD5	1.880623177	0.524889038			
WDR61	2.905710915	0.008866738			
MFSD1	3.025454671	0.580166205			
BPIFA1	2.286749734	0.278706966			
DUOX1	2.446720782	0.52837368			
CD84	-8.456942747	0.056524178			
SMIM1	1.659732074	0.350802796			
IGFBP2	-2.188093031	0.600986291			
DDX6	-1.442200474	0.338047552			
CASP14	3.365288631	0.214710367			
GALNT7	-2.982748225	0.067765565			
MMS19	-6.709879959	0.005797021			
CD248	-3.797749526	0.422862821			
TMEM9	-10000	0.083881941			
GPR137B	3.36784669	0.949044453			
SRP72	-1.145138123	0.228235785			
BCKDHB	-10000	0.005016796			
TOR1AIP1	1.367107559	0.483790864			
DYNC2H1	-7.040628216	0.002004452			
NDUFA13	-1.753274352	0.29362884			
DMBT1	-1.032847575	0.892741306			
MEMO1	-1.839605428	0.364453637			
DNAH12	1.26820364	0.306008682			
MYO1F	1.199477651	0.454487038			
NOP56	-1.631868386	0.485157131			
RBBP9	-10000	0.000438965			
METAP1	-2.348353866	0.033185369			
AIMP1	1.04874452	0.887414433			
TMEM30B	-1.263211184	0.404440438			
HOGA1	-2.454621382	0.153133878			
DENND2D	-3.786078036	0.026482986			
TXNRD2	2.354686444	0.293270475			
CALML5	5.822460626	0.031556263			
ACAD8	-1.067068852	0.909486347			
SLC16A4	2.716059094	0.492087706			
ENTPD5	-2.826272264	0.225378825			
GP5	-10000	0.000285684			
ATP5J2	1.346766782	0.13127381			
LRSAM1	-2.663414759	0.202345894			
SERPINI1	-10000	0.029019476			
PLEKHA1	-17.57103468	0.004935028			
SPINK5	1.593605705	0.239320628			
INPP5E	1.526027233	0.606443401			
ANGPTL3	-1.469779907	0.10702641			
"=""MAPK13"	1.31386153	0.805219634			
RPLP1	2.993084908	0.019732285			
RAP1GAP	-1.24228957	0.430243914			
RPL23	-19.44001728	9.82E-05			
CAMK2G	-1.468792049	0.378931036			
LARS2	-3.23992753	0.433601914			
HNRNPUL2	-2.471827814	0.123851649			
STK11IP	-1.215228343	0.858682113			
SPON2	-10000	0.007670827			
COPS3	1.058105078	0.619600874			
SBDS	-2.043455592	0.15159566			
IMPA2	-1.701406784	0.437352352			
CYB561	-10000	0.001558233			
RPL24	-2.550716213	0.019195278			
PRKCE	-10000	0.000854698			
CUL2	-4.110326965	0.007730907			
CLINT1	1.736403771	0.654769155			
PDE12	-5.700221057	0.005164675			
NAXD	-1.54376041	0.276867828			
NUP210	3.995887162	0.041070658			
FGGY	-10000	0.00241341			
"=""HS6ST2"	-1.088706758	0.974614939			
BCAS1	3.012598877	0.26903817			
"=""ERP29"	3.891701473	0.465725086			
"=""RPL22"	-4.917322009	0.003647535			
CDH15	-10000	0.022860011			
GRTP1	1.404899792	0.73655807			
CDK5RAP3	-1.289384354	0.240565386			
CNN2	1.835545662	0.281994872			
SIGMAR1	4.888066266	0.001268139			
PLEKHF2	1.532149359	0.599591431			
LANCL2	-10000	1.38E-06			
ATXN10	-1.888156085	0.202716075			
SLC37A4	-10000	0.001734585			
NRDC	-2.669301688	0.120174279			
CCDC22	-10000	0.02221242			
PMPCB	-10000	0.001463523			
PSMD10	2.066434018	0.122960313			
NEBL	-1.005926772	0.718613926			
TUBB4A	4.450985487	0.010851113			
HLA-A	-1.909686992	0.315430348			
HS1BP3	-3.724568402	0.048788825			
TMC4	-10000	0.033676708			
RAB23	-2.119329872	0.327043091			
CAPN6	-3.308586203	0.068710193			
"=""SPTLC2"	2.525145505	0.381563601			
FLRT2	-10000	0.042082251			
TIMM44	1.620406843	0.745066402			
DDX5	3.785741846	0.600873108			
GYS2	-1.693364199	0.320960003			
SKIV2L	-2.446512787	0.068893741			
PPP2R5E	-2.02333835	0.137872713			
C16orf62	-10000	0.030394152			
SH3GL2	6.947900354	0.149400887			
RDH14	-1.135329488	0.718553218			
SYTL2	-1.498184124	0.247889774			
MAN2C1	-10000	0.053282238			
IL36A	-1.549546181	0.080484582			
PDHX	-1.089830616	0.670475571			
SKIL	10000	3.52E-13			
S100P	1.487387016	0.197164821			
GNL1	-8.493165402	0.024237764			
C1QBP	1.169414733	0.793332441			
IDI1	1.173410211	0.826952172			
PEA15	-1.486226296	0.395363163			
DHCR24	-1.94138321	0.243573951			
ECM29	-7.253316453	0.001968978			
HACD2	-2.010525308	0.719432172			
CADM4	-1.181061989	0.560729501			
NSFL1C	1.302521572	0.605040195			
COL4A3BP	-1.289631526	0.658036802			
KRT82	2.378208519	0.073710261			
VWA5A	-1.413274571	0.464113897			
"=""AMPD3"	-1.961463034	0.556589396			
ACACA	1.357748363	0.858682097			
DOCK2	-1.245312625	0.895668213			
PIGS	3.434354233	0.116811394			
VTI1B	2.533463599	0.210321794			
EXOC6B	-1.831474007	0.871568553			
EPN1	-4.168235409	0.018467741			
HNRNPR	1.287350829	0.469371121			
AP1G2	-1.660145856	0.451136091			
PRNP	-2.299051798	0.204943679			
F7	-1.540480945	0.756379315			
"=""SAA1"	-10000	0.387425521			
AXL	-10000	0.037973404			
TP53I3	-1.328446198	0.622749027			
KTN1	-2.640594392	0.564738148			
NUP93	-4.272639653	0.027564129			
ZFYVE19	-1.542607225	0.133229054			
SLC30A2	10000	0.036109072			
UBA5	-12.67559956	0.000460659			
SDC1	-1.710769663	0.78575842			
MMP8	5.886771123	0.256285249			
HLA-DMA	1.748468273	0.686118174			
RPL28	-4.531120743	0.02399421			
SLC7A9	1.165251334	0.660866989			
PKD1	-1.918925825	0.087415482			
ELOB	-10000	4.27E-05			
AGMAT	15.83703134	0.096523195			
TOGARAM1	1.467646729	0.992184195			
NRAS	-2.078651555	0.18300067			
MT-ND1	4.442083602	0.014762865			
GALNT2	-6.525757602	0.057279762			
HNRNPA0	-3.249062599	0.041535034			
PRDX4	6.000151319	0.022514825			
MFSD10	10.7192996	0.438642283			
ELAVL1	2.985541911	0.037809823			
WDR72	-4.884647688	0.269029356			
ENTPD8	1.398715456	0.383065399			
NUP210L	1	1			
EDC4	1.173280393	0.713668197			
VPS13C	-3.440003449	0.282626397			
FAM177A1	-2.668891068	0.612474877			
HTATIP2	1.808431274	0.283464798			
SLC6A13	2.25776669	0.108994813			
ARFGEF2	-10000	0.001542438			
WDR91	1.01594238	0.719173007			
GGCT	-2.91530514	0.193811529			
MPDU1	-1.911142735	0.12371087			
FMNL1	1.66880665	0.917600456			
RPS14	-1.212371431	0.254375832			
CC2D1B	2.700633125	0.470168576			
TTC30A	1.045099797	0.211080408			
NUP205	-1.172916184	0.305865367			
ELMO3	1.045671441	0.895172478			
CPB2	-7.755848825	0.033146458			
KLC2	-8.343005992	0.099230095			
LGALS9	-8.253872291	0.005336845			
FCAR	5.359929431	0.124746321			
ADH7	1.127542146	0.439550598			
PI16	-10000	0.055080834			
MON2	-12.9885978	0.003228002			
LILRB2	13.65320256	0.225276533			
PITHD1	1.855069357	0.922063762			
VPS16	-7.44907546	0.010134153			
CFL2	-2.744929871	0.097229643			
"=""IGHV3-9"	-10000	0.004128174			
F13B	-3.119903932	0.075979456			
MGP	-1.405075726	0.625371712			
CTPS1	-4.940321313	0.037136421			
ITGB6	2.733014579	0.094785795			
KIF23	2.008394483	0.557278647			
NEDD8	-1.540881079	0.544366274			
NPNT	-17.36020728	0.005493019			
SYNE2	2.04975007	0.345798546			
PTCD3	-3.483926783	0.215770021			
TMEM176A	-10000	0.001695067			
SERINC2	-10000	0.000165314			
TXNDC17	-6.368305204	0.001256214			
PDP1	-2.586182852	0.098152207			
GNE	-3.240934541	0.166630409			
NOP58	2.358456068	0.716450671			
SLC16A3	2.575081025	0.39198435			
F3	-10000	0.003398502			
CSNK2A2	6.556893577	0.012875856			
RPS12	-10000	1.72E-05			
CNTFR	-10000	0.163322181			
HBG2	1.000734148	0.964950466			
GPNMB	-2.762117764	0.326103146			
LPP	-1.746153947	0.672647846			
MYO15B	-1.231896779	0.858769336			
ATG3	-1.483480063	0.520191453			
TES	-5.651079522	0.028957673			
DYNC1LI1	-12.67999707	0.001457714			
TSPAN9	-2.153249355	0.527448737			
ATG7	-10000	0.000865291			
MT-CO3	-1.184871065	0.756801099			
CD46	-10000	0.000596572			
RPL35	-2.50762644	0.04614973			
DSC1	1.29433527	0.662534661			
PTP4A2	-9.229203969	0.007096928			
UBE2V1	-3.814180045	0.027141756			
C16orf89	10000	0.151374122			
ACAD11	1.496996294	0.463622783			
TPCN2	1	1			
NDUFB8	1.534848441	0.687845365			
MB	-5.024114617	0.162965245			
ITGB8	-10000	0.021310072			
HLA-A	1.391534237	0.525593732			
THBS4	-13.74208185	0.015625288			
FDFT1	6.976527207	0.049405817			
INPP1	-1.96520539	0.105906086			
GNMT	-4.530329759	0.028330084			
RSU1	-1.316393337	0.922388259			
MAPRE1	-1.633326513	0.309441459			
TTC39B	-5.559828582	0.0162969			
CYS1	3.711702697	0.045734489			
LPCAT2	-2.434087608	0.412298693			
FAM84B	-7.973465988	0.152604842			
SFXN3	2.399235785	0.090915925			
UACA	-5.991837313	0.040949068			
MAGT1	1.015816559	0.678727349			
HAO2	1.450550394	0.853881904			
STK26	-1.518205722	0.691941033			
RRBP1	-3.07997394	0.107143074			
ACOT9	-1.115842468	0.471720961			
MYO1G	-2.575413796	0.579108786			
KPNA4	-10.94369074	0.001750895			
CKMT2	-2.058059588	0.222439583			
FPR1	6.481945938	0.177669303			
BAX	3.166150041	0.244204994			
SQSTM1	-2.800674611	0.108879779			
SLC27A4	-2.727487796	0.400630205			
RDH10	1.631884115	0.60341353			
ARHGAP35	-10000	0.010013222			
DHCR7	-1.197946749	0.756274057			
SWAP70	1.588452194	0.804695944			
"=""PPM1H"	-10000	0.038027232			
NUP155	-10000	0.005541638			
NDUFB4	-5.521106467	0.019770663			
DBI	-10000	0.005517057			
MYZAP	-1.084661312	0.996734462			
IFI30	-1.28760203	0.859888108			
LGALS4	5.884354702	0.518031373			
"=""SUMO2"	1.246501977	0.736245522			
HLA-DRB1	1.297235421	0.667492133			
NCEH1	2.209734323	0.515961145			
UNC5CL	1.252048758	0.528983211			
PHLDA1	-2.905299124	0.060798803			
GDF15	-1.214599817	0.680323358			
WDR77	-3.789744287	0.020405612			
RACGAP1	2.364997616	0.350072679			
TBC1D24	-10000	0.035968798			
TTC26	2.741915319	0.256891168			
ESPN	1.606797526	0.657009494			
ITGA2B	11.27331981	0.270732368			
HLA-A	10000	0.030817495			
IGHV1-2	-10000	0.001795767			
VAV2	-2.230430237	0.627655916			
DRG2	-1.606521424	0.462282467			
OLR1	-1.058603312	0.903044664			
"=""PDXDC1"	-1.595609331	0.685109189			
BARGIN	-2.48978942	0.164824534			
KIF21A	-1.119520052	0.919592274			
TMEM179B	-1.475610481	0.258581514			
ABCA13	3.86861665	0.002373246			
LGI2	-10000	0.01649251			
RIT1	2.153122613	0.079183065			
LHPP	-4.124890281	0.290752266			
GPHN	-2.614223382	0.290911506			
HECTD1	-1.240141062	0.486146741			
VPS9D1	-1.710807725	0.526794899			
IGHV3-64D	-10000	0.007492109			
CDIPT	7.050711445	0.208022699			
SCEL	1.288040944	0.74249037			
SLC34A2	-10000	0.083881931			
EGFR	1.806241109	0.190114858			
LGALS1	-10000	3.98E-05			
GNAZ	-1.695937743	0.26849309			
MAP2K3	2.616024381	0.205066316			
HGSNAT	-1.335233762	0.748328897			
AACS	-10000	0.00012969			
"=""COPG2"	-2.371064458	0.170828322			
PPP6C	-1.130551196	0.714808539			
LAMTOR5	-4.346611956	0.110087116			
TMEM50A	1.519051444	0.706830868			
PLA2G4B	-2.242563709	0.298224022			
SPRR2A	-10000	0.0005037			
ACAP2	-1.92933038	0.523272851			
LACTB2	-1.817915924	0.620988672			
GOLM1	-10000	0.328266104			
PSMF1	-1.109226843	0.928266794			
VPS33A	-1.934197314	0.311975971			
"=""FAHD2A"	-10000	0.221594481			
AIF1L	-4.140617867	0.100436936			
WWP1	-10000	0.017622105			
SRP68	-2.539372573	0.015799196			
NUDT5	-2.085193321	0.308362573			
IGLL1	-10000	0.387425473			
UBTF	-3.120616972	0.130390949			
EMD	1.449609206	0.642702155			
EFTUD2	1.200623156	0.47011072			
IBA57	10000	0.000476305			
TMC5	-10000	0.090321629			
SLC35F2	-10000	0.024010884			
PHACTR4	-10000	0.035370461			
ZNRF2	14.2594346	0.023485823			
TMX4	7.669034818	0.001255397			
PLSCR3	6.196855732	0.002400601			
TRRAP	2.007101879	0.117686312			
USH1C	-10000	0.093050635			
IGKV3D-15	-1.350151339	0.43735248			
DUSP14	1.130257875	0.750637612			
SHBG	10000	0.1267758			
"=""CTSL"	1	1			
ME2	-3.733528398	0.234612896			
TSFM	-1.054888467	0.969712006			
SERPINB8	-4.876753107	0.007796111			
ARG2	1.082681652	0.924882655			
CBR4	1.039978681	0.662826411			
"=""FAM45A"	-1.618754211	0.317322256			
C4orf36	2.447158743	0.297774022			
NECTIN4	-10000	0.048106275			
SIRT5	2.835256207	0.25643202			
TAOK2	1.711201544	0.175442367			
ICK	1.33070375	0.940874966			
