GeneNames		rank
RANBP1		-0.014408864
IMPA1		-0.014446096
VCAM1		-0.016503051
RCC1		-0.017644271
SVIL		-0.018216023
PMM2		-0.018393795
FLRT3		-0.018580152
CRTAC1		-0.021803643
ROGDI		-0.022128125
VAMP8		-0.022394029
DDRGK1		-0.024060649
TOMM40L		-0.024248577
MAIP1		-0.024496948
SYT9		-0.024565876
DPY19L2		-0.024675584
TIMM50		-0.026351294
CSPP1		-0.027335189
RHEB		-0.027655113
MRPS22		-0.027879731
UBE2M		-0.027914665
MTPN		-0.028165841
ITGA1		-0.028840933
AP2S1		-0.029311695
UBA7		-0.0293489
IDUA		-0.029508893
PTGS1		-0.029731299
GNA14		-0.029750592
GNG7		-0.029765297
GMFG		-0.029804983
ADAMDEC1		-0.03129689
IGLV8-61		-0.032953217
ATP11B		-0.035434501
STX8		-0.037048195
EPB41L5		-0.037880438
ELOVL1		-0.038850755
PRSS27		-0.039752158
MYBBP1A		-0.040246514
LGMN		-0.040610486
PIGT		-0.040637272
LILRB4		-0.04093535
ATL2		-0.041178192
ITPRIP		-0.041745027
WDR81		-0.042057099
PYCR3		-0.042885365
DUOXA2		-0.043222861
CST6		-0.043801244
CHD4		-0.04452612
DSC3		-0.045982246
PPOX		-0.0462266
USP8		-0.049968401
CAST		-0.050248396
RHCE		-0.050842353
FDPS		-0.050842358
RAP2A		-0.050842518
CD74		-0.050842549
LYPD3		-0.05084257
MGRN1		-0.050842663
KIF5C		-0.050842689
SLC31A2		-0.050842699
CLIC5		-0.050842875
MYO5C		-0.050971451
DPEP3		-0.051788103
NIF3L1		-0.052722669
PRSS22		-0.053926662
ITPA		-0.05598234
IPO9		-0.056791056
DEPTOR		-0.059364871
MFSD8		-0.060034272
LSR		-0.06114319
PLCB3		-0.061346361
SET		-0.061368189
PSMD4		-0.061468373
DPP6		-0.061935139
DNAJB2		-0.062591985
LCK		-0.064971642
SCO1		-0.065630323
MTX2		-0.065764123
RNF40		-0.066107742
CNOT1		-0.0661082
ENTPD2		-0.067166636
ST3GAL6		-0.067978516
NUDC		-0.070367833
PADI3		-0.071233955
EIF2B4		-0.073522785
IQCN		-0.073522842
TEKT3		-0.074481899
FAM3D		-0.074481906
SLC37A2		-0.07448194
WDR44		-0.074481971
SLC39A14		-0.074481978
CAMK1		-0.074482042
AP1S1		-0.074482103
HSD17B2		-0.074482179
COL1A2		-0.074728416
CA3		-0.076343761
C1QA		-0.077595322
PDPK1		-0.078559925
GAK		-0.079297245
MATN2		-0.079596964
IGHV4-28		-0.083213384
IGKV3D-20		-0.083679067
GOLT1B		-0.085193818
STAP2		-0.08550209
OSBPL9		-0.085821796
FAF2		-0.086337598
MRPS27		-0.086704989
TSPAN14		-0.08989544
MBLAC2		-0.090856777
ILF3		-0.091336806
RELA		-0.091482246
RPL32		-0.091502189
SNRPD3		-0.091585351
UGT2B15		-0.091763679
DGKA		-0.094724601
HLA-DPA1		-0.094926777
IGKV1-17		-0.095355066
CSDE1		-0.095662009
CLUH		-0.096345056
CUTA		-0.097135158
EEF1E1		-0.098938137
PRPF19		-0.099079992
SARDH		-0.09955265
EXTL2		-0.099726722
CLMP		-0.100728411
PSMB7		-0.101199394
ARHGEF1		-0.101332003
TBC1D15		-0.101521482
STXBP5		-0.101527722
UAP1		-0.101893955
GAPVD1		-0.102076712
ADAM9		-0.102859912
DLG1		-0.102865579
MUC5AC		-0.103984052
FKBP1A		-0.104027606
RPL27		-0.104059643
UBE2D3		-0.104695648
CARS		-0.105124725
LIMS1		-0.105790132
SHC1		-0.106108005
PRKACG		-0.106279315
NAT1		-0.106309061
PYGM		-0.106404403
FCGR3A		-0.10657068
KATNA1		-0.107183727
TAX1BP3		-0.107433533
MANBA		-0.10765253
HLA-DRB1		-0.107909035
SHTN1		-0.108493267
NFS1		-0.108701862
DUSP23		-0.108879859
OMD		-0.109166135
TBCB		-0.109171343
MRGPRF		-0.109348958
HP1BP3		-0.111294189
HERC4		-0.112959138
SOWAHC		-0.11335552
NDUFA5		-0.11354261
STK38		-0.115051045
SMAD3		-0.11515092
STC1		-0.115584862
VWF		-0.116236241
SLIT2		-0.116896641
CIAO1		-0.117169585
TPST2		-0.117819488
SNX12		-0.117958559
SLC6A20		-0.118236078
ATP13A3		-0.118745379
MIPEP		-0.119049008
PLEKHF1		-0.119534027
SLC43A2		-0.119895668
CRYBG2		-0.119999921
CARM1		-0.120144678
APOOL		-0.121334186
MPP7		-0.121557802
ELOC		-0.122079015
ATP1B3		-0.122223285
NUDT2		-0.122670631
C5AR1		-0.123437286
COX5B		-0.124343894
HSPB11		-0.125883354
FAT2		-0.126718365
ATP13A1		-0.128047155
TMEM165		-0.129338877
GFM1		-0.129401528
HVCN1		-0.129703066
MYO3B		-0.13005154
PNPT1		-0.1303999
POTEE		-0.131577663
LTB4R		-0.132025621
TGFBI		-0.132660785
GSK3A		-0.13275506
SPRR1B		-0.134366409
EIF2S2		-0.134746258
UQCRQ		-0.134929096
IGLV7-46		-0.135621411
RABGAP1		-0.135666234
USP24		-0.135863299
CSNK1G1		-0.137487807
ATP6V1G3		-0.137579278
CPAMD8		-0.137950847
MSMO1		-0.13834054
SMAD1		-0.138766972
BST2		-0.139725952
MVD		-0.141498869
ARFIP1		-0.144792361
SYT1		-0.147258779
PVR		-0.147740522
DDX58		-0.148031559
CTDSPL		-0.149592537
TBC1D17		-0.149802913
PTGES2		-0.151363323
STAM		-0.151648249
WIPF2		-0.152768998
ADGRG2		-0.152769007
ASRGL1		-0.153904296
DHRS7B		-0.154799696
SNX30		-0.155526645
AGK		-0.15572211
RPL30		-0.155858933
NDUFA6		-0.155928649
PPP5C		-0.155938415
COMP		-0.157330104
RAB4A		-0.157552189
TM7SF2		-0.160680252
IFT80		-0.160680309
SLC2A8		-0.16155509
C12orf10		-0.162574866
DHRS1		-0.163203554
VKORC1L1		-0.16501434
RALGAPB		-0.165175232
AFMID		-0.165469327
SCRIB		-0.166272641
STIM1		-0.166554328
PAK1		-0.166806595
S100A12		-0.167323958
ICAM3		-0.167599942
OAS1		-0.169293009
UBL3		-0.169293015
KRT79		-0.169293017
OAS3		-0.169293042
PADI2		-0.16929307
DERL1		-0.169293105
CCDC47		-0.169293135
FERMT1		-0.169293135
COPS6		-0.169293158
CKAP5		-0.16929316
LRMP		-0.169293164
FGL1		-0.169293166
RPL34		-0.169293183
HSPA1L		-0.169934828
MRAS		-0.170036885
SMIM22		-0.171870632
SLC12A7		-0.172132465
DRG1		-0.173121566
BCS1L		-0.173326133
BAG5		-0.173842701
CNIH4		-0.174087555
CACYBP		-0.176015849
DHTKD1		-0.176263176
ISOC2		-0.176284329
SLC30A7		-0.176361334
ZADH2		-0.176883143
SLC36A1		-0.177388329
IGFBP6		-0.177719689
HIST1H1C		-0.17782551
ICK		-0.179480604
SIRT5		-0.182138006
NECTIN4		-0.182844582
C4orf36		-0.184918167
FAM45A		-0.184924073
CBR4		-0.185514722
ARG2		-0.185818657
SERPINB8		-0.186259326
TSFM		-0.186304381
ME2		-0.186415075
CTSL		-0.18865317
SHBG		-0.189739606
DUSP14		-0.190265399
IGKV3D-15		-0.190861409
USH1C		-0.191291932
TRRAP		-0.191400945
PLSCR3		-0.192666255
TMX4		-0.193424095
ZNRF2		-0.196215052
PHACTR4		-0.19734932
SLC35F2		-0.197658216
TMC5		-0.197953121
IBA57		-0.198148239
EFTUD2		-0.199257522
EMD		-0.205109542
UBTF		-0.205188857
IGLL1		-0.206811845
NUDT5		-0.207253826
SRP68		-0.207868502
WWP1		-0.208717571
AIF1L		-0.209727182
FAHD2A		-0.210652876
VPS33A		-0.211916896
PSMF1		-0.211959307
GOLM1		-0.21346205
LACTB2		-0.216048127
ACAP2		-0.217534828
SPRR2A		-0.217741094
PLA2G4B		-0.218222988
TMEM50A		-0.21954872
LAMTOR5		-0.222958657
PPP6C		-0.224194587
COPG2		-0.22441764
AACS		-0.226640758
HGSNAT		-0.227422203
MAP2K3		-0.228538582
GNAZ		-0.229242358
LGALS1		-0.229941058
EGFR		-0.230456268
SLC34A2		-0.230967847
CDIPT		-0.23141779
IGHV3-64D		-0.232023854
VPS9D1		-0.232470266
HECTD1		-0.233438175
GPHN		-0.234395077
LHPP		-0.234520254
RIT1		-0.235030207
LGI2		-0.235338242
ABCA13		-0.235969015
TMEM179B		-0.235983787
KIF21A		-0.23641545
BARGIN		-0.237287297
PDXDC1		-0.237381892
OLR1		-0.23781262
DRG2		-0.237840692
VAV2		-0.238386745
IGHV1-2		-0.23896104
ITGA2B		-0.239728327
ESPN		-0.24034936
TTC26		-0.240966067
TBC1D24		-0.242280913
RACGAP1		-0.243031905
WDR77		-0.246233921
GDF15		-0.246233948
PHLDA1		-0.246962043
UNC5CL		-0.247133505
NCEH1		-0.248565796
HLA-C		-0.248581237
SUMO2		-0.249185031
LGALS4		-0.249320609
IFI30		-0.250004987
MYZAP		-0.250172763
NDUFB4		-0.251568093
NUP155		-0.252130861
PPM1H		-0.25300467
SWAP70		-0.253115425
DHCR7		-0.254029689
ARHGAP35		-0.254279906
RDH10		-0.25455703
SLC27A4		-0.255123215
SQSTM1		-0.257910748
FPR1		-0.259879338
CKMT2		-0.262519783
KPNA4		-0.263219796
MYO1G		-0.263837551
ACOT9		-0.264007243
RRBP1		-0.266747504
STK26		-0.26793769
HAO2		-0.268285112
MAGT1		-0.268587414
UACA		-0.269087783
SFXN3		-0.270654994
FAM84B		-0.271744298
LPCAT2		-0.273768243
CYS1		-0.274570293
TTC39B		-0.274862615
MAPRE1		-0.27538668
RSU1		-0.275647677
GNMT		-0.278090595
INPP1		-0.278813908
FDFT1		-0.280625925
THBS4		-0.282323695
ITGB8		-0.284763528
MB		-0.285139696
NDUFB8		-0.285933924
TPCN2		-0.286863652
ACAD11		-0.287383553
C16orf89		-0.287525497
UBE2V1		-0.287593834
PTP4A2		-0.287910468
DSC1		-0.288523992
RPL35		-0.288594838
CD46		-0.288680163
MT-CO3		-0.288689461
ATG7		-0.289741557
TSPAN9		-0.290724286
DYNC1LI1		-0.290724319
TES		-0.290724348
ATG3		-0.290724378
MYO15B		-0.290724382
LPP		-0.290724393
GPNMB		-0.29072441
HBG2		-0.293046995
CNTFR		-0.293272506
RPS12		-0.293715547
CSNK2A2		-0.293826139
F3		-0.295464575
SLC16A3		-0.295721421
NOP58		-0.297201713
GNE		-0.298512809
PDP1		-0.299173162
TXNDC17		-0.299407196
SERINC2		-0.299725193
TMEM176A		-0.301322055
PTCD3		-0.301499262
SYNE2		-0.301572481
NPNT		-0.301848232
NEDD8		-0.302718583
KIF23		-0.302952145
ITGB6		-0.302958472
CTPS1		-0.305735425
MGP		-0.306398866
F13B		-0.306405247
IGHV3-9		-0.30686797
CFL2		-0.307040609
VPS16		-0.307550635
PITHD1		-0.308748472
LILRB2		-0.309114368
MON2		-0.309244035
PI16		-0.310125177
ADH7		-0.310689048
FCAR		-0.311562502
LGALS9		-0.312272896
KLC2		-0.312416583
CPB2		-0.313340711
ELMO3		-0.313726668
NUP205		-0.31682805
TTC30A		-0.31971101
CC2D1B		-0.321311897
RPS14		-0.321604825
FMNL1		-0.321856368
MPDU1		-0.322649368
GGCT		-0.322754846
WDR91		-0.323350002
ARFGEF2		-0.323532487
SLC6A13		-0.324424753
HTATIP2		-0.32485964
FAM177A1		-0.325056416
VPS13C		-0.326908376
EDC4		-0.32871803
NUP210L		-0.331693001
ENTPD8		-0.332486197
WDR72		-0.333641937
ELAVL1		-0.334108161
MFSD10		-0.334943172
PRDX4		-0.335311776
HNRNPA0		-0.336937992
GALNT2		-0.338422569
MT-ND1		-0.338548635
NRAS		-0.338557676
TOGARAM1		-0.340588079
AGMAT		-0.341836779
ELOB		-0.341844227
PKD1		-0.341846488
SLC7A9		-0.342212473
RPL28		-0.343352372
HLA-DMA		-0.34623736
MMP8		-0.346395739
SDC1		-0.34726294
UBA5		-0.348624638
SLC30A2		-0.349933753
ZFYVE19		-0.351494205
NUP93		-0.351617482
KTN1		-0.351633874
TP53I3		-0.352398976
AXL		-0.352561879
SAA1		-0.354150159
F7		-0.357486128
PRNP		-0.357640319
AP1G2		-0.357727845
HNRNPR		-0.360388669
EPN1		-0.362918815
EXOC6B		-0.36398655
VTI1B		-0.364316362
PIGS		-0.364611882
DOCK2		-0.365227999
AMPD3		-0.365682397
VWA5A		-0.365856428
KRT82		-0.36674056
COL4A3BP		-0.370411495
NSFL1C		-0.370715149
CADM4		-0.371914558
HACD2		-0.372865894
ECM29		-0.373593153
DHCR24		-0.375215549
PEA15		-0.376018057
IDI1		-0.376455675
C1QBP		-0.376932616
GNL1		-0.378186087
S100P		-0.378310252
SKIL		-0.37973875
PDHX		-0.380086729
IL36A		-0.380086731
MAN2C1		-0.380086731
SYTL2		-0.380086731
C16orf62		-0.380086742
GYS2		-0.380086742
PPP2R5E		-0.380086742
RDH14		-0.380086742
SH3GL2		-0.380086742
SKIV2L		-0.380086742
CAPN6		-0.380086743
DDX5		-0.380086743
FLRT2		-0.380086743
SPTLC2		-0.380086743
TIMM44		-0.380086743
CCDC22		-0.380086764
HS1BP3		-0.380086764
NEBL		-0.380086764
NRDC		-0.380086764
PMPCB		-0.380086764
PSMD10		-0.380086764
RAB23		-0.380086764
SLC37A4		-0.380086764
TMC4		-0.380086764
TUBB4A		-0.380086764
ATXN10		-0.380086769
LANCL2		-0.380086769
CDK5RAP3		-0.380086777
CNN2		-0.380086777
PLEKHF2		-0.380086777
SIGMAR1		-0.380086777
BCAS1		-0.38008679
CDH15		-0.38008679
CLINT1		-0.38008679
CUL2		-0.38008679
ERP29		-0.38008679
FGGY		-0.38008679
GRTP1		-0.38008679
HS6ST2		-0.38008679
NAXD		-0.38008679
NUP210		-0.38008679
PDE12		-0.38008679
RPL22		-0.38008679
COPS3		-0.380086793
CYB561		-0.380086793
IMPA2		-0.380086793
PRKCE		-0.380086793
RPL24		-0.380086793
SBDS		-0.380086793
ANGPTL3		-0.380086794
CAMK2G		-0.380086794
HNRNPUL2		-0.380086794
INPP5E		-0.380086794
LARS2		-0.380086794
MAPK13		-0.380086794
PLEKHA1		-0.380086794
RAP1GAP		-0.380086794
RPL23		-0.380086794
RPLP1		-0.380086794
SPINK5		-0.380086794
SPON2		-0.380086794
STK11IP		-0.380086794
ACAD8		-0.380086798
AIMP1		-0.380086798
BCKDHB		-0.380086798
CALML5		-0.380086798
CASP14		-0.380086798
CD248		-0.380086798
DDX6		-0.380086798
DENND2D		-0.380086798
DMBT1		-0.380086798
DNAH12		-0.380086798
DYNC2H1		-0.380086798
ENTPD5		-0.380086798
GALNT7		-0.380086798
GP5		-0.380086798
GPR137B		-0.380086798
HOGA1		-0.380086798
IGFBP2		-0.380086798
LRSAM1		-0.380086798
MEMO1		-0.380086798
METAP1		-0.380086798
MMS19		-0.380086798
MYO1F		-0.380086798
NDUFA13		-0.380086798
NOP56		-0.380086798
RBBP9		-0.380086798
SERPINI1		-0.380086798
SLC16A4		-0.380086798
SRP72		-0.380086798
TMEM30B		-0.380086798
TMEM9		-0.380086798
TOR1AIP1		-0.380086798
TXNRD2		-0.380086798
BPIFA1		-0.380086802
CD84		-0.380086802
DUOX1		-0.380086802
MFSD1		-0.380086802
SMIM1		-0.380086802
AK2		-0.380086803
ANO7		-0.380086803
BAG6		-0.380086803
CRCT1		-0.380086803
ECI1		-0.380086803
FAM162A		-0.380086803
FBL		-0.380086803
FLVCR2		-0.380086803
GK2		-0.380086803
HDHD5		-0.380086803
HSP90AB4P		-0.380086803
KCNJ1		-0.380086803
MIPOL1		-0.380086803
NDUFS7		-0.380086803
NT5C3A		-0.380086803
NUCB2		-0.380086803
PPT2		-0.380086803
PSMB8		-0.380086803
PTPN1		-0.380086803
PURA		-0.380086803
RAC2		-0.380086803
RER1		-0.380086803
RHOB		-0.380086803
RNASE6		-0.380086803
S100A6		-0.380086803
SDF4		-0.380086803
SI		-0.380086803
SLC25A20		-0.380086803
WDR61		-0.380086803
AFM		-0.380086808
AKR1D1		-0.380086808
B3GALT5		-0.380086808
BICDL2		-0.380086808
BPGM		-0.380086808
C6		-0.380086808
C8A		-0.380086808
CRISP3		-0.380086808
DPM1		-0.380086808
EEFSEC		-0.380086808
EXOC1		-0.380086808
G3BP1		-0.380086808
GCLM		-0.380086808
GMPR2		-0.380086808
HLA-B		-0.380086808
KRT6C		-0.380086808
LAMC1		-0.380086808
MCTS1		-0.380086808
MTM1		-0.380086808
MTX1		-0.380086808
NCF2		-0.380086808
NOMO2		-0.380086808
NUBP2		-0.380086808
OGFOD3		-0.380086808
PPP1R21		-0.380086808
PPP4R1		-0.380086808
RBBP4		-0.380086808
SLC13A1		-0.380086808
SPCS3		-0.380086808
STK4		-0.380086808
VPS51		-0.380086808
ACP1		-0.380086815
CTNNA2		-0.380086815
DAD1		-0.380086815
EXOC8		-0.380086815
SF3B1		-0.380086815
STX4		-0.380086815
AMACR		-0.380086817
DYNC1LI2		-0.380086817
ITFG1		-0.380086817
LPCAT3		-0.380086817
LYVE1		-0.380086817
VPS18		-0.380086817
VWA8		-0.380086817
ZG16		-0.380086817
ATP11A		-0.380086819
CDC42BPA		-0.380086819
EIF4H		-0.380086819
ENPP2		-0.380086819
IPO4		-0.380086819
NRP1		-0.380086819
POMGNT1		-0.380086819
SF3B3		-0.380086819
ATP5G1		-0.38008682
CEP104		-0.38008682
EPCAM		-0.38008682
HINT2		-0.38008682
NPR3		-0.38008682
PI4KA		-0.38008682
PLEKHB2		-0.38008682
PPME1		-0.38008682
SEL1L		-0.38008682
SLC46A1		-0.38008682
UPK3BL2		-0.38008682
AKT2		-0.380086821
ANKRD22		-0.380086821
CLCN7		-0.380086821
GLDC		-0.380086821
NAAA		-0.380086821
NCLN		-0.380086821
PLA2R1		-0.380086821
SLC2A13		-0.380086821
STAT5B		-0.380086821
AKT1		-0.380086823
CORO7		-0.380086823
CTH		-0.380086823
GFM2		-0.380086823
NPTN		-0.380086823
PITRM1		-0.380086823
RNASE3		-0.380086823
SLC38A2		-0.380086823
SNX17		-0.380086823
STARD10		-0.380086823
TCAF2		-0.380086823
ALOX5AP		-0.380086825
PGC		-0.380086825
SCAMP1		-0.380086825
SDC4		-0.380086825
UPF1		-0.380086825
CLN5		-0.380086828
KRT23		-0.380086828
MMRN2		-0.380086828
SARS2		-0.380086828
SHANK2		-0.380086828
SYTL4		-0.380086828
ABCE1		-0.380086829
ADSL		-0.380086829
FARP1		-0.380086829
FGR		-0.380086829
KRIT1		-0.380086829
RAB39A		-0.380086829
ADGRF1		-0.380086839
DNAJC3		-0.380086839
IDH3G		-0.380086839
ITM2C		-0.380086839
KRT76		-0.380086839
PCDHGC3		-0.380086839
PPP3CA		-0.380086839
RTKN		-0.380086839
ST6GAL1		-0.380086839
UBTD1		-0.380086839
ADGRG1		-0.380086841
ART3		-0.380086841
EPB41		-0.380086841
EPHB6		-0.380086841
LXN		-0.38008685
AIDA		-0.380086854
FXYD2		-0.380086855
LLGL2		-0.380086855
NPLOC4		-0.380086855
TRIP13		-0.380086855
IFT172		-0.380086859
IGF2R		-0.380086859
MYO5A		-0.380086859
RAB34		-0.380086859
SCAMP3		-0.380086859
SFXN2		-0.380086859
TROVE2		-0.380086859
CLEC14A		-0.380086864
MAN2A2		-0.380086864
PGK2		-0.380086864
RTN4RL2		-0.380086864
ST3GAL4		-0.380086864
IGKV2-24		-0.380891933
AP3M1		-0.382408568
TMEM160		-0.383239918
SLC17A1		-0.383522541
RPS24		-0.384720905
RPS20		-0.385163716
IGHV3-30-5		-0.385583439
BCAT2		-0.387222342
TMX1		-0.389919399
PLBD2		-0.390925821
PIP4P1		-0.390954142
NCF4		-0.392493055
RPL19		-0.394182446
IGKV1-33		-0.394362696
ACSS2		-0.396178694
IGHV1-3		-0.396178694
PTBP3		-0.396178694
ABCF1		-0.39657003
COBLL1		-0.397162258
PPP2R5D		-0.397162332
LY6D		-0.397280892
FNTA		-0.397500922
ITGB5		-0.397816767
NACA		-0.398147398
B3GNT3		-0.399107564
RTRAF		-0.399406541
SH3BGRL3		-0.399613181
USMG5		-0.400565538
THEM6		-0.401040076
MCU		-0.402451306
ABHD17C		-0.402826825
MTAP		-0.403828497
PRPS1		-0.404870804
LSS		-0.407360485
UQCRFS1		-0.407849645
MGST2		-0.409757203
SCAMP4		-0.410328477
MUC6		-0.411239397
NADSYN1		-0.412183242
SEC23A		-0.413141139
TOP2B		-0.41336108
RPS23		-0.414452662
TM4SF1		-0.414452708
RHOC		-0.414452812
SCARB1		-0.414674899
ACSF3		-0.415538329
TAP2		-0.415864104
ADK		-0.417058901
ATAD3A		-0.417058901
DIP2C		-0.417058901
L2HGDH		-0.417058901
MINPP1		-0.417058901
NHLRC2		-0.417058901
RPS6		-0.417058901
TJP1		-0.417321437
LAMB2		-0.417600102
MPC2		-0.418588136
DDX19A		-0.418656084
GUK1		-0.418656084
HDHD3		-0.418656084
EIF4E		-0.419075365
ISG15		-0.419075365
AGPS		-0.420539266
CAPS		-0.420539266
CHCHD3		-0.420539266
CYP4A11		-0.420539266
RAB3GAP2		-0.420539266
TMCO1		-0.420539266
TMEM109		-0.420539266
SEC11A		-0.420576005
NCL		-0.420656013
SNX3		-0.42126249
KRT86		-0.421302973
HAAO		-0.424204483
KIAA1468		-0.424204483
MYO18A		-0.424204483
SH3GLB1		-0.424204483
PRKCSH		-0.424435261
HINT3		-0.425925251
KRT73		-0.425925251
ODF2		-0.426559713
WDR26		-0.426559713
CYB5B		-0.427438452
CROT		-0.428509532
TMEM2		-0.428593941
GAL3ST1		-0.430179507
EFHD2		-0.430237009
EPHB4		-0.431164449
ADD1		-0.431633887
HPN		-0.432179945
AHSA1		-0.432481242
AKAP3		-0.432902465
ARL6		-0.43332421
CHDH		-0.433804201
UAP1L1		-0.433804201
PRKAA2		-0.435864524
SRPRB		-0.436664422
MBTPS1		-0.439828525
EIF4A3		-0.440087438
CPN1		-0.440162274
ECI2		-0.440325669
ARPC5L		-0.441226913
FAM3C		-0.441226913
TC2N		-0.441226913
PON2		-0.441509321
GJB1		-0.442132837
C8G		-0.442159086
MT-ND4		-0.442544451
CLPX		-0.443015256
DOCK9		-0.443481549
UPB1		-0.443481549
EEA1		-0.44364735
CRP		-0.444123013
DHRS4		-0.444590067
CLDN4		-0.444600272
LNPEP		-0.449533596
NIPSNAP3A		-0.449939832
TMEM40		-0.450212569
MROH1		-0.450877141
SPCS2		-0.451043109
NF2		-0.451077321
PTPRG		-0.451192507
ABCF3		-0.451493726
PSMD8		-0.451977188
AGR2		-0.453070698
TAPBP		-0.453307284
MTCH1		-0.453616055
SNX27		-0.454207334
GRB7		-0.454235709
VAC14		-0.454506755
REEP5		-0.456488585
GLIPR2		-0.457011394
LTBP2		-0.457664615
TUBB2A		-0.45797846
NAP1L1		-0.458108107
KPNA6		-0.458475135
ANXA10		-0.460373153
MLPH		-0.460422248
PI4K2A		-0.460917256
BPIFB2		-0.462542683
PRPF8		-0.463025197
ESRP1		-0.463747852
GPS1		-0.466481729
MT-ND5		-0.467256918
NIPSNAP2		-0.46835245
IGHV5-51		-0.468962247
PLAA		-0.47192245
UPK3B		-0.474584435
EIF4G2		-0.475168125
LIPA		-0.478532528
RPL13		-0.479285602
SPTLC1		-0.480143806
LGALS8		-0.482702987
CUL5		-0.483175892
STAT6		-0.483512134
SEC14L2		-0.485504074
HLA-A		-0.486193068
ITIH5		-0.487761338
TCIRG1		-0.488460533
UBE2L3		-0.488978634
RPL8		-0.489144363
EIF3I		-0.489888103
CFHR1		-0.490899584
HNMT		-0.49117209
NDUFV2		-0.491428009
CREG1		-0.494984203
COQ9		-0.499318441
KALRN		-0.5006889
DDB1		-0.502029556
CUL1		-0.503543552
HIP1R		-0.504830145
ATP9A		-0.505650105
RBM47		-0.509067841
TNPO3		-0.509072871
CUL4B		-0.509184217
RAB9A		-0.509997393
PITPNB		-0.510078935
SNRNP200		-0.511334989
TRIM38		-0.51233737
GALNT3		-0.512803565
NPC2		-0.514580375
ACTR1B		-0.51604631
FABP1		-0.517685968
DYSF		-0.518846265
COPE		-0.520549735
CIB1		-0.522009323
TSKU		-0.522070848
ASPH		-0.523262565
ARF5		-0.524363622
M6PR		-0.524798006
FARSA		-0.526371245
DMGDH		-0.526371442
SLC2A9		-0.526371448
OPTN		-0.526371455
UGT2A3		-0.526371479
AGTRAP		-0.526371499
PPP1CA		-0.526371502
RPL27A		-0.526371607
HRAS		-0.526918105
STRN		-0.529091131
PDLIM1		-0.532096534
LIN7C		-0.533354856
TM9SF4		-0.533670372
RIPOR1		-0.533751514
ATP2B4		-0.534363476
FCGR3B		-0.5353064
PRMT5		-0.53632964
MCEMP1		-0.539318063
GNA15		-0.539775731
ENDOD1		-0.53996058
EIF3H		-0.540012666
MAN1B1		-0.543825487
LMNB2		-0.544355146
FCGR1A		-0.545499405
HM13		-0.546229446
CCDC150		-0.547923867
SPP2		-0.548899525
EPHA2		-0.552567966
ANKRD13A		-0.553334842
UBE2K		-0.553568982
PFN2		-0.555421398
PAM		-0.555484812
STS		-0.557831942
NFASC		-0.558005791
HMGCS1		-0.558750215
STAM2		-0.559671155
PDE8A		-0.56138186
SUGT1		-0.561399433
EXOC7		-0.563052391
SHPK		-0.563060062
PCDH12		-0.565694158
MAPK1IP1L		-0.565870444
ZC3HAV1		-0.567014293
HYDIN		-0.567063047
ARPC5		-0.567520937
PROCR		-0.568181946
TNPO1		-0.569331372
TUBB3		-0.570732149
APLP2		-0.572478475
SEC13		-0.573329403
MRI1		-0.573415349
TBCD		-0.573675988
DHRS9		-0.577245608
RAB11FIP1		-0.579337226
NOS2		-0.58345704
PDGFRB		-0.584097668
GLRX3		-0.585380091
DCDC2		-0.586320949
STK39		-0.588607035
MBOAT7		-0.58908136
TMED4		-0.589819457
IL18		-0.592105531
TTC37		-0.592225257
SEC61A1		-0.594130943
COX5A		-0.594571318
TSPAN8		-0.595929553
ANGPTL6		-0.600634673
EIF2S1		-0.600634673
HDLBP		-0.600634683
VAMP3		-0.600634683
VASP		-0.600634696
ARL1		-0.600634697
BBS9		-0.600634702
FBP2		-0.600634702
HNRNPH3		-0.600634702
MICAL1		-0.600634702
NRBP1		-0.600634702
RNASET2		-0.600634702
VAMP7		-0.600634702
F12		-0.600634704
COPS2		-0.600634708
CPNE6		-0.600634708
HMCN1		-0.600634708
MINK1		-0.600634708
SNX6		-0.600634708
HARS		-0.600634715
ITGB3		-0.600634718
RPS17		-0.600634718
NCK2		-0.60063472
GALNT1		-0.600634722
OAS2		-0.600634725
CAD		-0.600634734
HSD17B11		-0.600634734
RPL17		-0.600634734
BCR		-0.600634735
HINT1		-0.600634735
TSPAN4		-0.600634735
DERA		-0.600634737
HSD17B8		-0.600634737
MACROD1		-0.600634737
NDUFA12		-0.600634737
TRIM14		-0.600634737
HNRNPF		-0.600634739
LCAT		-0.600634739
PSMB6		-0.600634739
SDSL		-0.600634739
HK2		-0.600634741
IGHV4-59		-0.600634741
INPP5A		-0.600634741
ISOC1		-0.600634741
KLK1		-0.600634741
OPA1		-0.600634741
PNPO		-0.600634741
PTGES3		-0.600634741
YARS		-0.600634741
MATR3		-0.600634742
RPL12		-0.600634742
AMN		-0.600634748
ARG1		-0.600634748
ASPA		-0.600634748
IGHV6-1		-0.600634748
RIDA		-0.600634748
RILPL2		-0.600634748
DDR1		-0.600634749
STX12		-0.600634749
CHI3L1		-0.600634751
APOBEC3A		-0.600634754
DMXL1		-0.600634754
SDR16C5		-0.600634756
SLC5A11		-0.600634756
TINAGL1		-0.600634756
CARHSP1		-0.600634758
NPHS1		-0.600634758
RAD23B		-0.600634758
SLC28A1		-0.600634758
ADH1C		-0.600634761
ALDH18A1		-0.600634761
CRIM1		-0.600634761
PDXP		-0.600634761
RABGGTA		-0.600634761
